name,age,gender,salary,retirement_age,marital_status,state_of_residence,health_risk_score,salary_growth_rate,salary_risk_score,pensions,annuities,social_security_benefit,spouse_age,spouse_gender,spouse_retirement_age,spouse_salary,spouse_wealth,spouse_social_security_benefit,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,name_type,balance,pre_tax_contrib,roth_contrib,post_tax_contrib,taxable_contrib,recommended_retirement_age,goal_end_age,sustainable_income,current_equity,five_years_before_equity,at_retirement_equity,five_years_after_retirement_equity,current_wealth,five_years_before_wealth,at_retirement_wealth,five_years_after_retirement_wealth,recommended_account1_name,recommended_account1_pre_tax_contrib,recommended_account1_roth_contrib,recommended_account1_post_tax_contrib,recommended_account1_taxable_contrib,recommended_account2_name,recommended_account2_pre_tax_contrib,recommended_account2_roth_contrib,recommended_account2_post_tax_contrib,recommended_account2_taxable_contrib,recommended_account3_name,recommended_account3_pre_tax_contrib,recommended_account3_roth_contrib,recommended_account3_post_tax_contrib,recommended_account3_taxable_contrib,recommended_account4_name,recommended_account4_pre_tax_contrib,recommended_account4_roth_contrib,recommended_account4_post_tax_contrib,recommended_account4_taxable_contrib,recommended_account5_name,recommended_account5_pre_tax_contrib,recommended_account5_roth_contrib,recommended_account5_post_tax_contrib,recommended_account5_taxable_contrib,recommended_account6_name,recommended_account6_pre_tax_contrib,recommended_account6_roth_contrib,recommended_account6_post_tax_contrib,recommended_account6_taxable_contrib,recommended_account7_name,recommended_account7_pre_tax_contrib,recommended_account7_roth_contrib,recommended_account7_post_tax_contrib,recommended_account7_taxable_contrib,recommended_account8_name,recommended_account8_pre_tax_contrib,recommended_account8_roth_contrib,recommended_account8_post_tax_contrib,recommended_account8_taxable_contrib,recommended_account9_name,recommended_account9_pre_tax_contrib,recommended_account9_roth_contrib,recommended_account9_post_tax_contrib,recommended_account9_taxable_contrib,recommended_account10_name,recommended_account10_pre_tax_contrib,recommended_account10_roth_contrib,recommended_account10_post_tax_contrib,recommended_account10_taxable_contrib,recommended_account11_name,recommended_account11_pre_tax_contrib,recommended_account11_roth_contrib,recommended_account11_post_tax_contrib,recommended_account11_taxable_contrib,recommended_account12_name,recommended_account12_pre_tax_contrib,recommended_account12_roth_contrib,recommended_account12_post_tax_contrib,recommended_account12_taxable_contrib
1202,41,M,80000,65,FALSE,WA,0.8,0.02,0.5,0,0,25459.2,,,,,,,1877_profit_sharing,122063.3124,0,0,0,0,1878_checking,8000,0,0,0,0,2154_traditional_ira,96033.31676,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,94,57501.6621,0.8290334,0.5610052,0.4778288,0.4145288,226096.6291,554378.2332,710029.7212,673259.2818,ManualAccountPortfolio_1878,0,0,0,0,Advice::Portfolio_614,0,0,0,0.04375,Advice::Portfolio_613,0.06875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,73,F,60000,71,FALSE,WA,0.8,0.015,-1,0,0,28860.48,,,,,,,1896_401a_money_purchase,248076.8169,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,97,40596.07676,0.4204285,,,0.3940522,248076.8169,,,204979.1656,Advice::Portfolio_622,0,0,0,0,Advice::Portfolio_621,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,63,M,43400,65,FALSE,AL,0,0,-0.5,0,0,19716,,,,,,,1901_401k,100648.2044,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,90,26497.60077,0.5215726,,0.4340932,0.3898237,100648.2044,,126719.4908,105426.7636,Advice::Portfolio_626,0,0,0,0,Advice::Portfolio_625,0.1497696,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,73,M,112000,72,TRUE,NM,0,0,-1,9600,0,30000,71,F,65,0,0,0,1902_traditional_ira,0,0,0,0,0,1903_traditional_ira,149447.1894,0,0,0,0,2448_traditional_ira,446150.0887,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,95,64056.85574,0.4153371,,,0.3825797,595597.2781,,,475866.7227,Advice::Portfolio_11713,0,0,0,0,ManualAccountPortfolio_1903,0,0,0,0,Advice::Portfolio_11712,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,33,F,52000,70,FALSE,MA,0.8,0.02,0.5,0,0,32512.8,,,,,,,1920_403b,0,0,0,0,0,2701_traditional_ira,45534.44711,$,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,96,47882.25705,0.8757736,0.5958398,0.4465344,0.3982022,45534.44711,266897.1177,324702.2011,286038.6357,Advice::Portfolio_11715,0,0,0,0,Advice::Portfolio_11714,0.0275,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,63,M,54000,70,TRUE,NC,0.8,0,-1,0,0,16000,60,F,65,0,0,0,1924_401k,0,0,0,0,0,2986_traditional_ira,50756.52539,0.00%,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,99,23480.91348,0.6325738,0.6157152,0.4736492,0.4217822,50756.52539,81968.36845,165345.1648,138790.054,Advice::Portfolio_11717,0,0,0,0,Advice::Portfolio_11716,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,66,F,116000,65,TRUE,NY,0.4,0.015,-0.5,72000,0,30385.6,66,M,65,80000,0,25827.2,1928_403b,168122.6121,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,94,94271.43467,0.5763,,,0.53515,168122.6121,,,161668.6445,Advice::Portfolio_656,0,0,0,0,Advice::Portfolio_655,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,36,M,75000,65,TRUE,WI,0.4,0.015,-1,0,0,29220,43,F,65,0,0,0,1933_403b,37382.58193,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,92,62342.64214,0.9101148,0.5508629,0.4486118,0.3999274,37382.58193,240437.2425,332737.2166,274732.0025,Advice::Portfolio_665,0,0,0,0,Advice::Portfolio_663,0,0,0,0,Advice::Portfolio_664,0,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,46,M,110000,67,TRUE,ID,0.8,0.015,-1,0,0,35614.08,46,F,65,0,0,16488,1936_non_qualified_defined_contribution,0,0,0,0,0,1937_403b,0,0,0,0,0,1938_profit_sharing,62630.6487,0,0,0,0,1939_401k,0,"$3,000.00",0,0,0,1960_traditional_ira,99451.38781,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,96,82013.09834,0.8647991,0.6049202,0.4724291,0.4207774,162082.0365,576815.1932,707581.1275,591361.1847,Advice::Portfolio_11719,0,0,0,0,AutomaticAccountPortfolio_1938,0,0,0,0,ManualAccountPortfolio_1939,0.0909091,0,0,0,Advice::Portfolio_11718,0.025,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,41,F,139000,67,TRUE,CA,0,0.02,-0.5,0,0,39741.6,52,M,65,0,0,0,1942_403b,55120.5588,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,92,61170.32118,0.8664542,0.559,0.4013057,0.3663793,55120.5588,294486.4683,370631.4035,315822.9249,Advice::Portfolio_669,0,0,0,0,Advice::Portfolio_668,0.0395683,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,33,F,45000,65,FALSE,CA,0,0.005,-1,0,0,18189.6,,,,,,,1947_403b,47697.06249,0,0,0,0,1949_401k,3381.429577,"$2,250.00",0,0,0,1950_403b,12436.62064,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,92,35636.63975,0.8982033,0.5531359,0.4607285,0.4102285,63515.11271,261740.4842,360020.9354,296774.8327,Advice::Portfolio_674,0,0,0,0,ManualAccountPortfolio_1949,0.05,0,0,0,Advice::Portfolio_673,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,63,F,60000,62,FALSE,SC,,,,0,0,17606.4,,,,,,,1961_401k,49231.89974,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,92,19634.94204,0.5158961,,,0.4792961,49231.89974,,,42060.23655,Advice::Portfolio_11727,0,0,0,0,Advice::Portfolio_11726,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,68,F,28000,66,FALSE,GA,0.4,0.01,-1,0,0,28000,,,,,,,1962_traditional_ira,350781.9943,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,95,42230.38806,0.4459013,,,0.4164453,350781.9943,,,311566.1383,Advice::Portfolio_682,0,0,0,0,Advice::Portfolio_681,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,61,M,85000,70,FALSE,IN,0.8,0.015,-0.5,0,0,36232.8,,,,,,,1963_401k,39598.99245,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,94,38610.29463,0.6217776,0.603,0.495899,0.4327661,39598.99245,38659.89817,45079.63195,38445.16221,Advice::Portfolio_684,0,0,0,0,Advice::Portfolio_683,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,65,F,80000,67,FALSE,IL,0,0.015,-0.5,42000,0,2400,,,,,,,1964_403b,151734.3209,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,92,51579.05352,0.56599,,0.4524154,0.4037926,151734.3209,,344974.7536,278516.049,Advice::Portfolio_686,0,0,0,0,Advice::Portfolio_685,0.08125,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,57,M,125000,65,TRUE,MA,0.4,0.02,-0.5,0,0,29432,48,F,65,0,0,0,1965_401k,484006.3262,0,0,0,0,1966_roth_ira,72529.0648,0,"$6,500.00",0,0,1967_401k,0,"$3,690.00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,102,59937.01768,0.7506103,0.6957546,0.5903557,0.4883057,556535.391,594632.6759,786146.4336,677304.4595,Advice::Portfolio_688,0,0,0,0,ManualAccountPortfolio_1967,0.0984,0,0,0,Advice::Portfolio_687,0,0,0,0,Advice::Portfolio_11728,0,0.052,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,50,F,70000,66,TRUE,RI,0.4,0.01,-0.5,0,0,29134.08,55,M,65,0,0,0,1968_403b,555.9335888,0,0,0,0,1969_traditional_ira,2608.726746,0,0,0,0,2493_traditional_ira,102621.9955,"$5,500.00",0,0,0,2494_brokerage,0,0,0,0,"$4,825.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,94,49591.21306,0.7561874,0.5589595,0.4324043,0.3884869,105786.6558,287343.4764,388306.0021,333935.8621,Advice::Portfolio_11730,0,0,0,0.0689286,Advice::Portfolio_11729,0.0785714,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,43,F,65000,67,TRUE,CA,0,0.01,-0.5,0,0,26376,48,M,65,0,0,0,1970_401k,6533.835053,0,0,0,0,1971_401k,96945.91065,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,92,49071.34803,0.8245436,0.5272851,0.4320238,0.3879967,103479.7457,323172.2821,415134.7383,338922.1767,Advice::Portfolio_700,0,0,0,0.0053846,AutomaticAccountPortfolio_1970,0,0,0,0,Advice::Portfolio_699,0.0846154,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,27,M,90000,70,FALSE,NC,0.4,0.015,-1,0,0,42184.8,,,,,,,1976_401k,34431.13106,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,92,75644.28685,0.9684853,0.563867,0.4192745,0.3793855,34431.13106,654698.3244,819675.6551,687128.6461,Advice::Portfolio_710,0,0,0,0,Advice::Portfolio_709,0.0575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,45,F,30000,65,TRUE,MI,0,0.01,0.5,0,0,13478.4,47,M,65,0,0,7776,1980_401k,83.34869158,0,0,0,0,2179_traditional_ira,41019.23244,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,92,25936.55238,0.7930221,0.5639557,0.482856,0.4356468,41102.58113,76500.10086,92378.46944,77912.52254,Advice::Portfolio_11735,0,0,0,0,Advice::Portfolio_11734,0.0275,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,66,F,79451,65,TRUE,MO,-0.6,0.015,-1,0,0,25692.8,72,M,65,0,0,0,1985_403b,79101.21896,0,0,0,0,1986_profit_sharing,32135.67291,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,89,44862.56651,0.4563697,,,0.418528,111236.8919,,,92277.06675,Advice::Portfolio_720,0,0,0,0,Advice::Portfolio_775,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,49,F,49000,65,FALSE,KY,0.4,0,-1,0,0,20193.6,,,,,,,1989_401k,80254.14471,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,94,32372.15918,0.7976556,0.5687412,0.4641537,0.4114123,80254.14471,180789.1041,236635.4165,193855.3786,Advice::Portfolio_724,0,0,0,0.0227551,Advice::Portfolio_723,0.1122449,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,69,F,27000,67,FALSE,NY,0,0.005,-1,3500,0,15098.4,,,,,,,1990_403b,0,0,0,0,0,2985_traditional_ira,80794.3636,$,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,93,21578.33946,0.4392056,,,0.4101609,80794.3636,,,69322.58642,Advice::Portfolio_726,0,0,0,0,Advice::Portfolio_725,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,69,F,160000,67,TRUE,CA,0,0.015,-0.5,0,0,34512.48,71,M,65,0,0,0,1992_403b,102974.9075,0,0,0,0,1993_profit_sharing,72669.55893,0,0,0,0,1996_traditional_ira,113997.3282,0,0,0,0,1997_403b,697983.1026,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,93,73846.0244,0.4284365,,,0.3996398,987624.8973,,,813934.0972,Advice::Portfolio_734,0,0,0,0,ManualAccountPortfolio_1996,0,0,0,0,Advice::Portfolio_733,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,27,M,60000,65,FALSE,KY,0.4,0.01,-0.5,0,0,23504,,,,,,,2003_401k,14816.6738,0,0,0,0,2007_401k,0,"$3,600.00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,92,46559.67737,0.9912986,0.551397,0.46176,0.40491,14816.6738,422148.742,562320.6257,462563.9347,Advice::Portfolio_740,0,0,0,0,ManualAccountPortfolio_2007,0.06,0,0,0,Advice::Portfolio_739,0.045,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,63,F,110000,67,FALSE,CA,0,0,-0.5,31200,30852,32964,,,,,,,2005_traditional_ira,0,0,0,0,0,2006_401k,0,0,0,0,0,2040_traditional_ira,344750.5787,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,92,73617.56839,0.5444756,,0.4626846,0.4142799,344750.5787,,566684.8846,499874.9124,Advice::Portfolio_5102,0,0,0,0.0884091,Advice::Portfolio_5101,0.0590909,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,55,F,60000,68,FALSE,CA,0.8,0.015,-1,0,0,25152,,,,,,,2012_401k,0,0,0,0,0,2088_traditional_ira,103471.1311,"$6,000.00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,96,41103.19717,0.7153851,0.5924207,0.4436662,0.3970558,103471.1311,194365.4744,311583.5619,268509.6725,Advice::Portfolio_11754,0,0,0,0.0241667,Advice::Portfolio_11753,0.1083333,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,38,M,103000,65,FALSE,OH,,,,0,0,28579.2,,,,,,,2013_401k,50157.01595,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,90,62604.28161,0.8488288,0.5298684,0.4476168,0.3964168,50157.01595,494660.3054,684530.862,623160.3199,Advice::Portfolio_11756,0,0,0,0.0841019,Advice::Portfolio_11755,0.0533981,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,54,F,103000,63,FALSE,OH,0,0.015,-0.5,0,0,31920,,,,,,,2014_401k,40180.67536,0,0,0,0,2015_traditional_ira,42756.21025,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,92,49156.4988,0.715819,0.5529353,0.4496038,0.4027381,82936.88561,219706.8878,335669.6559,283993.8588,Advice::Portfolio_746,0,0,0,0.0868932,ManualAccountPortfolio_2015,0,0,0,0,Advice::Portfolio_745,0.0631068,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,53,F,45000,67,TRUE,CA,0,0.005,0,0,0,21980.16,54,M,65,1,0,0,2016_401k,0,0,0,0,0,3594_traditional_ira,58702.03676,0.14%,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,92,33036.9091,0.7007338,0.5483078,0.4424166,0.3969057,58702.03676,141739.7272,199349.3338,160650.4335,Advice::Portfolio_11758,0,0,0,0,Advice::Portfolio_11757,0.1444444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,33,F,80000,67,FALSE,KY,0.8,0.015,-1,0,0,30720,,,,,,,2022_403b,0,0,0,0,0,2475_traditional_ira,27835.47187,"$5,500.00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,96,63795.92562,0.9840907,0.5743591,0.4681507,0.4129959,27835.47187,553240.0448,793225.4935,677860.9192,Advice::Portfolio_11760,0,0,0,0.04125,Advice::Portfolio_11759,0.06875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,58,M,104000,67,TRUE,KS,0.4,0.02,0,0,0,37208.16,58,F,65,0,0,16038,2023_401k,0,0,0,0,0,2044_traditional_ira,12337.11378,$0.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,94,63528.9908,0.6442774,0.5930972,0.4614137,0.411898,12337.11378,110348.0075,198472.8824,174426.3229,Advice::Portfolio_11762,0,0,0,0.0875,Advice::Portfolio_11761,0.0625,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,47,F,57000,56,TRUE,WI,0.8,0.01,-1,0,0,16934.4,51,M,65,0,0,0,2026_403b,1009.539152,0,0,0,0,2027_403b,21341.33451,0,0,0,0,2028_roth_ira,0,0,0,0,0,2033_403b,1019.995765,"$4,560.00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,96,28575.83287,0.878,0.6899273,0.5348181,0.4645963,23370.86943,162968.2534,268299.5997,227062.7454,Advice::Portfolio_762,0,0,0,0,AutomaticAccountPortfolio_2026,0,0,0,0,ManualAccountPortfolio_2033,0.0947368,0,0,0,Advice::Portfolio_760,0,0,0,0,ManualAccountPortfolio_2028,0,0,0,0,Advice::Portfolio_761,0,0.0552632,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,52,M,46000,70,TRUE,VT,0,0,-1,0,0,25638.24,43,F,65,0,0,0,2034_401k,49144.5715,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,100,35326.9135,0.8380035,0.5961121,0.4775408,0.4320408,49144.5715,140607.032,196735.5229,168701.0753,Advice::Portfolio_770,0,0,0,0,Advice::Portfolio_769,0.11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,48,F,70000,67,TRUE,TX,0.4,0.015,-1,0,0,31292.16,50,M,65,0,0,0,2036_403b,4688.09509,0,0,0,0,2037_401k,25270.22294,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,94,49456.37279,0.8757322,0.5965597,0.4391083,0.3932191,29958.31803,214822.0941,308489.6748,264582.6541,Advice::Portfolio_774,0,0,0,0.0564286,Advice::Portfolio_773,0.0785714,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,42,F,21600,65,FALSE,WA,0.4,0.015,-1,0,0,11263.2,,,,,,,2047_401k,0,0,0,0,0,2674_traditional_ira,42040.27188,$540.00,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,94,17648.47327,0.8487242,0.5729831,0.4772229,0.4199479,42040.27188,98892.07904,120088.685,123818.7188,Advice::Portfolio_5864,0,0,0,0,Advice::Portfolio_5863,0.0625,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,61,M,28000,65,TRUE,PA,0,0,-1,0,0,14400,56,F,65,0,0,0,2062_profit_sharing,171350.991,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,97,22803.92928,0.6255797,,0.5290593,0.4503093,171350.991,,190920.9776,165222.2257,Advice::Portfolio_794,0,0,0,0,Advice::Portfolio_11778,0.15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,35,M,100000,60,TRUE,NV,0,0.005,0.5,0,0,27924,40,F,65,0,0,0,2065_401k,38125.31442,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,90,50078.66184,0.8678788,0.540366,0.4594207,0.4126206,38125.31442,276479.8766,382486.5346,326767.7233,Advice::Portfolio_796,0,0,0,0,Advice::Portfolio_795,0.055,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,64,F,92700,65,FALSE,NY,0.8,0.02,-1,0,0,28257.6,,,,,,,2066_403b,45807.20388,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,96,30089.37191,0.5774651,,0.5597422,0.4948672,45807.20388,,45206.10508,37165.0915,Advice::Portfolio_798,0,0,0,0,Advice::Portfolio_797,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,70,F,73000,68,FALSE,OR,0,0.015,-1,0,0,24000,,,,,,,2067_403b,28749.84,0,0,0,0,2068_profit_sharing,13942.02204,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,93,25951.39151,0.4530782,,,0.4202329,42691.86204,,,37291.93799,Advice::Portfolio_804,0,0,0,0,Advice::Portfolio_803,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,63,F,111000,62,TRUE,NJ,0,0.015,-1,0,16800,31000,67,M,65,0,0,16554,2071_403b,147592.8564,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,92,55525.3228,0.5304863,,,0.4736308,147592.8564,,,166855.8114,Advice::Portfolio_810,0,0,0,0,Advice::Portfolio_809,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
